datetime,TEMP,PRESSURE,WIND_DIRECTION,WIND_SPEED,HUMIDITY_RELATIVE,Vlinder,PRECIP_QUANTITY,TEMP_SYNOP,community_name,WIND_SPEED_SYNOP,RAD_SYNOP
2020-06-26 03:00:00,22.1,101343,135,11.0,71,vlinder16,0.0,19.3,Stabroek,2.082,0.0
2020-06-26 04:00:00,21.9,101301,145,14.8,72,vlinder16,0.0,18.8,Stabroek,2.094,2700.0
2020-06-26 05:00:00,21.6,101323,135,10.6,72,vlinder16,0.0,19.7,Stabroek,2.107,189900.0
2020-06-26 06:00:00,21.8,101339,5,14.7,70,vlinder16,0.0,21.7,Stabroek,2.508,643600.0
2020-06-26 07:00:00,22.6,101291,145,16.8,67,vlinder16,0.0,23.2,Stabroek,3.708,1234200.0
2020-06-26 08:00:00,23.2,101259,145,12.3,68,vlinder16,0.0,24.7,Stabroek,3.295,1672800.0
2020-06-26 09:00:00,24.6,101223,145,6.3,66,vlinder16,0.0,26.3,Stabroek,3.68,2238100.0
2020-06-26 10:00:00,25.7,101176,155,15.2,60,vlinder16,0.0,27.4,Stabroek,4.126,2618200.0
2020-06-26 11:00:00,26.5,101217,165,9.6,58,vlinder16,0.0,28.6,Stabroek,4.838,2838000.0
2020-06-26 12:00:00,28.2,101179,165,9.0,50,vlinder16,0.0,28.8,Stabroek,3.012,2498800.0
2020-06-26 13:00:00,28.4,101135,165,6.9,52,vlinder16,0.0,29.8,Stabroek,3.156,2131600.0
2020-06-26 14:00:00,27.7,101080,165,7.1,54,vlinder16,0.0,29.0,Stabroek,2.253,2167500.0
2020-06-26 15:00:00,27.4,101092,225,14.3,62,vlinder16,0.0,29.4,Stabroek,3.232,1431800.0
2020-06-26 16:00:00,27.2,101050,235,11.4,60,vlinder16,0.0,27.2,Stabroek,3.405,1455700.0
2020-06-26 17:00:00,26.9,101043,185,17.6,61,vlinder16,0.0,28.1,Stabroek,2.674,1252900.0
2020-06-26 18:00:00,25.4,101056,175,14.1,69,vlinder16,0.0,26.5,Stabroek,4.741,543600.0
2020-06-26 19:00:00,25.0,101089,175,8.1,71,vlinder16,0.0,25.7,Stabroek,3.23,199100.0
2020-06-26 20:00:00,24.5,101054,265,1.4,73,vlinder16,0.0,24.0,Stabroek,3.861,7300.0
2020-06-26 21:00:00,23.2,101173,5,5.5,79,vlinder16,0.0,22.6,Stabroek,1.813,0.0
2020-06-26 22:00:00,22.1,101174,325,5.2,72,vlinder16,0.0,22.3,Stabroek,1.376,0.0
2020-06-26 23:00:00,21.5,101121,5,8.2,76,vlinder16,0.0,21.1,Stabroek,2.666,0.0
